tarih;gün;seri;ders;başlık;kanca;kitle;şablon;hassas;kesinlik;mevsim;ruh hali;ışık;gün batımı;gün türü;IG saat;TikTok saat;YT saat;IG etiket;TikTok etiket;YT etiket;YKS kalan;LGS kalan
2027-07-09;Cum;Doğru Bilinen Yanlışlar;;Tercihte puan her şey;Tercihte puan kadar şehir, bölüm ve sen varsın.;öğrenci;efsane-gercek;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:02);20:02;tatil;21:30;22:30;20:30;#yks2028 #yks #çalışmayöntemleri #bilgi #eğitimkoçluğu;#yks2028 #yks #çalışmayöntemleri #bilgi #keşfet;#yks2028 #çalışmayöntemleri #Shorts;;
2027-07-10;Cmt;Deneme Günü;;Deneme arası mola;TYT'den sonra AYT'ye geçerken ne yiyeceksin?;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:02);20:02;tatil;21:30;22:30;20:30;#yks2028 #yks #tytdeneme #denemeanalizi #eğitimkoçluğu;#yks2028 #yks #tytdeneme #denemeanalizi #keşfet;#yks2028 #tytdeneme #Shorts;;
2027-07-11;Paz;Pazar Akşamı;;Hafta puanı;Haftana 10 üzerinden kaç verirsin? 6 iyi bir not.;öğrenci;tek-cumle;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:01);20:01;tatil;21:30;22:30;20:30;#yks2028 #yks #pazarakşamı #yksmotivasyon #eğitimkoçluğu;#yks2028 #yks #pazarakşamı #yksmotivasyon #keşfet;#yks2028 #pazarakşamı #Shorts;;
2027-07-12;Pzt;Haftanın Planı;;Kaynak bitirme;Bu ay bitireceğin tek kaynağı seç.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:01);20:01;tatil;21:30;22:30;20:30;#yks2028 #yks #planlıçalışma #zamanyönetimi #eğitimkoçluğu;#yks2028 #yks #planlıçalışma #zamanyönetimi #keşfet;#yks2028 #planlıçalışma #Shorts;;
2027-07-13;Sal;Ders Taktiği;LGS Matematik;Çarpanlar ve katlar;EBOB mu EKOK mu? Parçalamak mı, birleştirmek mi?;öğrenci;soru-cozum;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:01);20:01;tatil;21:30;22:30;20:30;#lgs2028 #lgs #matematik #konuanlatımı #eğitimkoçluğu;#lgs2028 #lgs #matematik #konuanlatımı #keşfet;#lgs2028 #matematik #Shorts;;
2027-07-14;Çar;Özel Gün;;Sonuç haftası;Sonuç yaklaşıyor. Bekleme kaygısı normal.;herkes;tek-cumle;;tahmini;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:00);20:00;tatil;21:30;22:30;20:30;#yks2028 #yks #yks #motivasyon #eğitimkoçluğu;#yks2028 #yks #yks #motivasyon #keşfet;#yks2028 #yks #Shorts;;
2027-07-15;Per;Özel Gün;;15 Temmuz;Demokrasi ve Millî Birlik Günü.;herkes;sade-kart;evet;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (20:00);20:00;tatil;10:00;10:00;10:00;;;;;
2027-07-16;Cum;Doğru Bilinen Yanlışlar;;Kolay soru herkese kolay;Kolay soruyu kaçırmak, zor soruyu yapmamaktan pahalı.;öğrenci;efsane-gercek;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:59);19:59;tatil;21:30;22:30;20:30;#yks2028 #yks #bilgi #verimliçalışma #eğitimkoçluğu;#yks2028 #yks #bilgi #verimliçalışma #keşfet;#yks2028 #bilgi #Shorts;;
2027-07-17;Cmt;Deneme Günü;;Net hedefi gerçekçi;Bir sonraki deneme hedefi: +2 net. +20 değil.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:59);19:59;tatil;21:30;22:30;20:30;#yks2028 #yks #denemeanalizi #türkiyegenelideneme #eğitimkoçluğu;#yks2028 #yks #denemeanalizi #türkiyegenelideneme #keşfet;#yks2028 #denemeanalizi #Shorts;;
2027-07-18;Paz;Pazar Akşamı;;Kendi hızın;Herkesin saati farklı. Senin saatin de işliyor.;öğrenci;tek-cumle;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:58);19:58;tatil;21:30;22:30;20:30;#yks2028 #yks #yksmotivasyon #psikoloji #eğitimkoçluğu;#yks2028 #yks #yksmotivasyon #psikoloji #keşfet;#yks2028 #yksmotivasyon #Shorts;;
2027-07-19;Pzt;Haftanın Planı;;Plan şişmesi;Plana her gün bir şey ekliyorsan, plan değil liste yapıyorsun.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:58);19:58;tatil;21:30;22:30;20:30;#yks2028 #yks #zamanyönetimi #dersprogramı #eğitimkoçluğu;#yks2028 #yks #zamanyönetimi #dersprogramı #keşfet;#yks2028 #zamanyönetimi #Shorts;;
2027-07-20;Sal;Ders Taktiği;TYT Türkçe;Paragrafta ana düşünce;Ana düşünce çoğu zaman ilk ya da son cümlede.;öğrenci;soru-cozum;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:57);19:57;tatil;21:30;22:30;20:30;#yks2028 #yks #türkçe #sorubankası #eğitimkoçluğu;#yks2028 #yks #türkçe #sorubankası #keşfet;#yks2028 #türkçe #Shorts;;
2027-07-21;Çar;Özel Gün;;Tercih dönemi;Tercih listesi: şehir, bölüm, puan, sen. Bu sırayla değil.;veli;tek-cumle;;tahmini;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:57);19:57;veli;21:00;20:30;20:00;#yks2028 #lgs #motivasyon #eğitim #eğitimkoçluğu;#yks2028 #lgs #motivasyon #eğitim #keşfet;#yks2028 #motivasyon #Shorts;;
2027-07-22;Per;Veli Köşesi;;Sağlık kontrolü;Göz ve uyku: çoğu ‘dikkat sorunu’ buradan çıkar.;veli;kart-veli;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:56);19:56;veli;21:00;20:30;20:00;#yks2028 #lgs #velirehberi #mersin #eğitimkoçluğu;#yks2028 #lgs #velirehberi #mersin #keşfet;#yks2028 #velirehberi #Shorts;;
2027-07-23;Cum;Doğru Bilinen Yanlışlar;;Formül ezberi yeter;Formül bilmek soruyu çözmek değil.;öğrenci;efsane-gercek;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:55);19:55;tatil;21:30;22:30;20:30;#yks2028 #yks #verimliçalışma #dersçalışma #eğitimkoçluğu;#yks2028 #yks #verimliçalışma #dersçalışma #keşfet;#yks2028 #verimliçalışma #Shorts;;
2027-07-24;Cmt;Deneme Günü;;Deneme stresi bedende;Deneme öncesi karın ağrısı normal. Nefes 4-4-4.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:55);19:55;tatil;21:30;22:30;20:30;#yks2028 #yks #türkiyegenelideneme #denemesınavı #eğitimkoçluğu;#yks2028 #yks #türkiyegenelideneme #denemesınavı #keşfet;#yks2028 #türkiyegenelideneme #Shorts;;
2027-07-25;Paz;Pazar Akşamı;;Bedenin sinyali;Başın ağrıyorsa, gözün yorgunsa: dur.;öğrenci;tek-cumle;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:54);19:54;tatil;21:30;22:30;20:30;#yks2028 #yks #psikoloji #motivasyon #eğitimkoçluğu;#yks2028 #yks #psikoloji #motivasyon #keşfet;#yks2028 #psikoloji #Shorts;;
2027-07-26;Pzt;Haftanın Planı;;Sabah mı, akşam mı?;Sen sabah insanı mısın? Planını ona göre kur.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:53);19:53;tatil;21:30;22:30;20:30;#yks2028 #yks #dersprogramı #verimliçalışma #eğitimkoçluğu;#yks2028 #yks #dersprogramı #verimliçalışma #keşfet;#yks2028 #dersprogramı #Shorts;;
2027-07-27;Sal;Ders Taktiği;TYT Matematik;Hız problemleri;Hız sorusunda şekil çiz. Araçlar kâğıtta yürüsün.;öğrenci;soru-cozum;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:52);19:52;tatil;21:30;22:30;20:30;#yks2028 #yks #matematik #soruçözümü #eğitimkoçluğu;#yks2028 #yks #matematik #soruçözümü #keşfet;#yks2028 #matematik #Shorts;;
2027-07-28;Çar;Aynı Hafta;;Yalnız hissediyorum;Arkadaşlarımla görüşmüyorum, çok yalnızım.;öğrenci;yazisma;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:52);19:52;tatil;21:30;22:30;20:30;#yks2028 #yks #öğrencihayatı #sınavstresi #eğitimkoçluğu;#yks2028 #yks #öğrencihayatı #sınavstresi #keşfet;#yks2028 #öğrencihayatı #Shorts;;
2027-07-29;Per;Veli Köşesi;;Başarısızlık korkusu;Çocuğunuz kazanamazsa ne olur? Önce siz cevap verin.;veli;kart-veli;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:51);19:51;veli;21:00;20:30;20:00;#yks2028 #lgs #veli #mersin #eğitimkoçluğu;#yks2028 #lgs #veli #mersin #keşfet;#yks2028 #veli #Shorts;;
2027-07-30;Cum;Doğru Bilinen Yanlışlar;;TYT kolay, AYT önemli;TYT neti AYT puanını da taşır.;öğrenci;efsane-gercek;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:50);19:50;tatil;21:30;22:30;20:30;#yks2028 #yks #dersçalışma #doğrubilinenyanlışlar #eğitimkoçluğu;#yks2028 #yks #dersçalışma #doğrubilinenyanlışlar #keşfet;#yks2028 #dersçalışma #Shorts;;
2027-07-31;Cmt;Deneme Günü;;Kodlama zamanı;Optiği sonda mı dolduruyorsun? Her 10 soruda bir doldur.;öğrenci;kart-liste;;kesin;Bekleme ve tercih;Sonuç kaygısı, tercih. Veli içerikleri öne çıkar. Yeni 12'ler başlar.;uzun gün (19:49);19:49;tatil;21:30;22:30;20:30;#yks2028 #yks #denemesınavı #netartırma #eğitimkoçluğu;#yks2028 #yks #denemesınavı #netartırma #keşfet;#yks2028 #denemesınavı #Shorts;;
2027-08-01;Paz;Pazar Akşamı;;Umut;Umut plan değildir. Ama plansız umut da olmaz.;öğrenci;tek-cumle;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:48);19:48;tatil;21:30;22:30;20:30;#yks2028 #yks #motivasyon #sınavkaygısı #eğitimkoçluğu;#yks2028 #yks #motivasyon #sınavkaygısı #keşfet;#yks2028 #motivasyon #Shorts;;
2027-08-02;Pzt;Haftanın Planı;;Hafta sonu yükü;Hafta içi kaçanı hafta sonuna yığma. Hafta sonu çöker.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:47);19:47;tatil;21:30;22:30;20:30;#yks2028 #yks #verimliçalışma #çalışmaplanı #eğitimkoçluğu;#yks2028 #yks #verimliçalışma #çalışmaplanı #keşfet;#yks2028 #verimliçalışma #Shorts;;
2027-08-03;Sal;Ders Taktiği;Coğrafya;Nüfus piramitleri;Piramidin tabanı geniş mi? Genç nüfus.;öğrenci;soru-cozum;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:46);19:46;tatil;21:30;22:30;20:30;#yks2028 #yks #coğrafya #derstaktikleri #eğitimkoçluğu;#yks2028 #yks #coğrafya #derstaktikleri #keşfet;#yks2028 #coğrafya #Shorts;;
2027-08-04;Çar;Aynı Hafta;;Öğretmenim kırdı;Öğretmen sınıfın önünde ‘sen yapamazsın’ dedi.;öğrenci;yazisma;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:45);19:45;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavstresi #yksmotivasyon #eğitimkoçluğu;#yks2028 #yks #sınavstresi #yksmotivasyon #keşfet;#yks2028 #sınavstresi #Shorts;;
2027-08-05;Per;Veli Köşesi;;Evde deneme günü;Cumartesi deneme: ev sessiz, kahvaltı hazır.;veli;kart-veli;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:44);19:44;veli;21:00;20:30;20:00;#yks2028 #lgs #sınavyılı #mersin #eğitimkoçluğu;#yks2028 #lgs #sınavyılı #mersin #keşfet;#yks2028 #sınavyılı #Shorts;;
2027-08-06;Cum;Doğru Bilinen Yanlışlar;;Ortalama öğrenci kazanamaz;Düzenli ortalama, düzensiz zekiyi geçer.;öğrenci;efsane-gercek;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:43);19:43;tatil;21:30;22:30;20:30;#yks2028 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #eğitimkoçluğu;#yks2028 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #keşfet;#yks2028 #doğrubilinenyanlışlar #Shorts;;
2027-08-07;Cmt;Deneme Günü;;Kontrol turu;Son 5 dakika: sadece boş bıraktıklarına bak.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:42);19:42;tatil;21:30;22:30;20:30;#yks2028 #yks #netartırma #tytdeneme #eğitimkoçluğu;#yks2028 #yks #netartırma #tytdeneme #keşfet;#yks2028 #netartırma #Shorts;;
2027-08-08;Paz;Pazar Akşamı;;Dua, niyet, dilek;Bu hafta için tek bir dileğin ne?;öğrenci;tek-cumle;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:41);19:41;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavkaygısı #pazarakşamı #eğitimkoçluğu;#yks2028 #yks #sınavkaygısı #pazarakşamı #keşfet;#yks2028 #sınavkaygısı #Shorts;;
2027-08-09;Pzt;Haftanın Planı;;İlk 3 gün kuralı;Yeni plan ilk 3 gün zor. 4. gün alışkanlık başlar.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:40);19:40;tatil;21:30;22:30;20:30;#yks2028 #yks #çalışmaplanı #planlıçalışma #eğitimkoçluğu;#yks2028 #yks #çalışmaplanı #planlıçalışma #keşfet;#yks2028 #çalışmaplanı #Shorts;;
2027-08-10;Sal;Ders Taktiği;Fizik;Optik;Aynada ışın çiz: en az iki ışın, her zaman.;öğrenci;soru-cozum;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:39);19:39;tatil;21:30;22:30;20:30;#yks2028 #yks #fizik #tytkampı #eğitimkoçluğu;#yks2028 #yks #fizik #tytkampı #keşfet;#yks2028 #fizik #Shorts;;
2027-08-11;Çar;Aynı Hafta;;Program bozuldu;Misafir geldi, bütün günüm gitti.;öğrenci;yazisma;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:38);19:38;tatil;21:30;22:30;20:30;#yks2028 #yks #yksmotivasyon #sınavkaygısı #eğitimkoçluğu;#yks2028 #yks #yksmotivasyon #sınavkaygısı #keşfet;#yks2028 #yksmotivasyon #Shorts;;
2027-08-12;Per;Veli Köşesi;;Bütçe;Pahalı kaynak değil, bitirilen kaynak kazandırır.;veli;kart-veli;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:37);19:37;veli;21:00;20:30;20:00;#yks2028 #lgs #ebeveyn #mersin #eğitimkoçluğu;#yks2028 #lgs #ebeveyn #mersin #keşfet;#yks2028 #ebeveyn #Shorts;;
2027-08-13;Cum;Doğru Bilinen Yanlışlar;;Kaygı kötüdür;Biraz kaygı dikkati açar. Fazlası kapatır.;öğrenci;efsane-gercek;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:36);19:36;tatil;21:30;22:30;20:30;#yks2028 #yks #çalışmayöntemleri #bilgi #eğitimkoçluğu;#yks2028 #yks #çalışmayöntemleri #bilgi #keşfet;#yks2028 #çalışmayöntemleri #Shorts;;
2027-08-14;Cmt;Deneme Günü;;Deneme notları;Denemeden sonra 3 cümle yaz: ne iyi, ne kötü, ne değişecek.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:35);19:35;tatil;21:30;22:30;20:30;#yks2028 #yks #tytdeneme #denemeanalizi #eğitimkoçluğu;#yks2028 #yks #tytdeneme #denemeanalizi #keşfet;#yks2028 #tytdeneme #Shorts;;
2027-08-15;Paz;Pazar Akşamı;;Sessiz akşam;Bu akşam sadece dinlen. Yarın başlarız.;öğrenci;tek-cumle;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:33);19:33;tatil;21:30;22:30;20:30;#yks2028 #yks #pazarakşamı #yksmotivasyon #eğitimkoçluğu;#yks2028 #yks #pazarakşamı #yksmotivasyon #keşfet;#yks2028 #pazarakşamı #Shorts;;
2027-08-16;Pzt;Haftanın Planı;;Kopya plan;Başkasının planı sana uymaz. Onun saati senin saatin değil.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:32);19:32;tatil;21:30;22:30;20:30;#yks2028 #yks #planlıçalışma #zamanyönetimi #eğitimkoçluğu;#yks2028 #yks #planlıçalışma #zamanyönetimi #keşfet;#yks2028 #planlıçalışma #Shorts;;
2027-08-17;Sal;Ders Taktiği;Kimya;Organik adlandırma;En uzun zinciri bul, gerisi ek.;öğrenci;soru-cozum;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";uzun gün (19:31);19:31;tatil;21:30;22:30;20:30;#yks2028 #yks #kimya #konuanlatımı #eğitimkoçluğu;#yks2028 #yks #kimya #konuanlatımı #keşfet;#yks2028 #kimya #Shorts;;
2027-08-18;Çar;Aynı Hafta;;İlk kez yükseldim;Hocam ilk kez 70 netin üstüne çıktım!;öğrenci;yazisma;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:30;19:30;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavkaygısı #öğrenci #eğitimkoçluğu;#yks2028 #yks #sınavkaygısı #öğrenci #keşfet;#yks2028 #sınavkaygısı #Shorts;;
2027-08-19;Per;Veli Köşesi;;Kıyafet ve sınav;Sınav günü rahat kıyafet, yanında su ve kimlik.;veli;kart-veli;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:28;19:28;veli;21:00;20:30;20:00;#yks2028 #lgs #anneyiz #mersin #eğitimkoçluğu;#yks2028 #lgs #anneyiz #mersin #keşfet;#yks2028 #anneyiz #Shorts;;
2027-08-20;Cum;Doğru Bilinen Yanlışlar;;Deneme sonrası dinlenmek israf;Deneme sonrası analiz, deneme kadar önemli.;öğrenci;efsane-gercek;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:27;19:27;tatil;21:30;22:30;20:30;#yks2028 #yks #bilgi #verimliçalışma #eğitimkoçluğu;#yks2028 #yks #bilgi #verimliçalışma #keşfet;#yks2028 #bilgi #Shorts;;
2027-08-21;Cmt;Deneme Günü;;Deneme bağımlılığı;Çok deneme çözüp analiz etmemek, hiç çözmemek gibi.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:26;19:26;tatil;21:30;22:30;20:30;#yks2028 #yks #denemeanalizi #türkiyegenelideneme #eğitimkoçluğu;#yks2028 #yks #denemeanalizi #türkiyegenelideneme #keşfet;#yks2028 #denemeanalizi #Shorts;;
2027-08-22;Paz;Pazar Akşamı;;Kaybettiğin günler;Kaybettiğin gün yok. Ders çıkardığın gün var.;öğrenci;tek-cumle;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:24;19:24;tatil;21:30;22:30;20:30;#yks2028 #yks #yksmotivasyon #psikoloji #eğitimkoçluğu;#yks2028 #yks #yksmotivasyon #psikoloji #keşfet;#yks2028 #yksmotivasyon #Shorts;;
2027-08-23;Pzt;Haftanın Planı;;Günlük minimum;Kötü günün bile minimumu olsun: 20 soru.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:23;19:23;tatil;21:30;22:30;20:30;#yks2028 #yks #zamanyönetimi #dersprogramı #eğitimkoçluğu;#yks2028 #yks #zamanyönetimi #dersprogramı #keşfet;#yks2028 #zamanyönetimi #Shorts;;
2027-08-24;Sal;Ders Taktiği;Biyoloji;Ekoloji;Besin zincirinde enerji azalır, zehir artar.;öğrenci;soru-cozum;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:22;19:22;tatil;21:30;22:30;20:30;#yks2028 #yks #biyoloji #sorubankası #eğitimkoçluğu;#yks2028 #yks #biyoloji #sorubankası #keşfet;#yks2028 #biyoloji #Shorts;;
2027-08-25;Çar;Aynı Hafta;;Kaç saat uyumalıyım;4 saat uyuyup çalışsam daha mı iyi?;öğrenci;yazisma;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:20;19:20;tatil;21:30;22:30;20:30;#yks2028 #yks #öğrenci #öğrencihayatı #eğitimkoçluğu;#yks2028 #yks #öğrenci #öğrencihayatı #keşfet;#yks2028 #öğrenci #Shorts;;
2027-08-26;Per;Özel Gün;;Yerleştirme sonuçları;Sonuç ne olursa olsun, bir sonraki adım var.;herkes;tek-cumle;;tahmini;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:19;19:19;tatil;21:30;22:30;20:30;#yks2028 #yks #eğitim #mersin #eğitimkoçluğu;#yks2028 #yks #eğitim #mersin #keşfet;#yks2028 #eğitim #Shorts;;
2027-08-27;Cum;Doğru Bilinen Yanlışlar;;Plan esnek olmamalı;Hiç esnemeyen plan ilk hafta kırılır.;öğrenci;efsane-gercek;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:18;19:18;tatil;21:30;22:30;20:30;#yks2028 #yks #verimliçalışma #dersçalışma #eğitimkoçluğu;#yks2028 #yks #verimliçalışma #dersçalışma #keşfet;#yks2028 #verimliçalışma #Shorts;;
2027-08-28;Cmt;Deneme Günü;;Kolaydan zora;Kolay soruları topla, zoru sona bırak.;öğrenci;kart-liste;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:16;19:16;tatil;21:30;22:30;20:30;#yks2028 #yks #türkiyegenelideneme #denemesınavı #eğitimkoçluğu;#yks2028 #yks #türkiyegenelideneme #denemesınavı #keşfet;#yks2028 #türkiyegenelideneme #Shorts;;
2027-08-29;Paz;Pazar Akşamı;;Kendine mektup;Haziranda okuyacağın bir cümle yaz.;öğrenci;tek-cumle;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:15;19:15;tatil;21:30;22:30;20:30;#yks2028 #yks #psikoloji #motivasyon #eğitimkoçluğu;#yks2028 #yks #psikoloji #motivasyon #keşfet;#yks2028 #psikoloji #Shorts;;
2027-08-30;Pzt;Özel Gün;;Zafer Bayramı;30 Ağustos Zafer Bayramı kutlu olsun.;herkes;tek-cumle;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:13;19:13;tatil;21:30;22:30;20:30;#yks2028 #yks #öğrenci #yks #eğitimkoçluğu;#yks2028 #yks #öğrenci #yks #keşfet;#yks2028 #öğrenci #Shorts;;
2027-08-31;Sal;Ders Taktiği;AYT Matematik;Trigonometri;Birim çemberi ezberleme, her seferinde çiz.;öğrenci;soru-cozum;;kesin;Yaz ve yeni hedef;"Yerleştirme sonuçları; YKS 2028 için yaz düzeni.";gün batımı 19:12;19:12;tatil;21:30;22:30;20:30;#yks2028 #yks #matematik #soruçözümü #eğitimkoçluğu;#yks2028 #yks #matematik #soruçözümü #keşfet;#yks2028 #matematik #Shorts;;
2027-09-01;Çar;Aynı Hafta;;Soru atlamak;Takıldığım soruyu bırakamıyorum, 5 dakika uğraşıyorum.;öğrenci;yazisma;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:11;19:11;tatil;21:30;22:30;20:30;#yks2028 #yks #öğrencihayatı #sınavstresi #eğitimkoçluğu;#yks2028 #yks #öğrencihayatı #sınavstresi #keşfet;#yks2028 #öğrencihayatı #Shorts;;
2027-09-02;Per;Veli Köşesi;;Anne–baba ortak dil;Anne bir şey, baba başka şey diyorsa çocuk kaybolur.;veli;kart-veli;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:09;19:09;veli;21:00;20:30;20:00;#yks2028 #lgs #veli #mersin #eğitimkoçluğu;#yks2028 #lgs #veli #mersin #keşfet;#yks2028 #veli #Shorts;;
2027-09-03;Cum;Doğru Bilinen Yanlışlar;;Sadece çalışınca olur;Doğru çalışmak, çok çalışmaktan önce gelir.;öğrenci;efsane-gercek;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:08;19:08;tatil;21:30;22:30;20:30;#yks2028 #yks #dersçalışma #doğrubilinenyanlışlar #eğitimkoçluğu;#yks2028 #yks #dersçalışma #doğrubilinenyanlışlar #keşfet;#yks2028 #dersçalışma #Shorts;;
